TimeStamp	HandX	HanY	HandZ	KonbX	KonbY	KonbZ	MarkerX	MarkerY	MarkerZ
2022-03-18T17:41:20Z	0.4093673	0.1852195	0.3130715	-1.241764E-07	1.628103	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091038	0.1848377	0.3125081	-1.241764E-07	1.628094	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091038	0.1848377	0.3125081	-1.241764E-07	1.628094	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094902	0.1853595	0.3132963	-1.241764E-07	1.628134	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094566	0.1853307	0.3132564	-1.241764E-07	1.628102	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092797	0.1850681	0.3128307	-1.241764E-07	1.628175	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4088788	0.1845433	0.3120155	-1.241764E-07	1.627814	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091107	0.1848686	0.3125218	-1.241764E-07	1.627297	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094004	0.1852883	0.313144	-1.241764E-07	1.625693	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4089999	0.1847211	0.3122721	-1.241764E-07	1.624087	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092084	0.1849908	0.3126662	-1.241764E-07	1.622095	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092084	0.1849908	0.3126662	-1.241764E-07	1.622095	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094114	0.1852641	0.3130608	-1.241764E-07	1.614194	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4090921	0.1848069	0.3123879	-1.241764E-07	1.611266	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4090921	0.1848069	0.3123879	-1.241764E-07	1.611266	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092127	0.1849552	0.3125898	-1.241764E-07	1.604861	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.40968	0.1855747	0.3136067	-1.241764E-07	1.600981	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094331	0.1852587	0.313131	-1.241764E-07	1.596764	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092764	0.1850419	0.3128099	-1.241764E-07	1.592452	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4090563	0.1847522	0.3123544	-1.241764E-07	1.587136	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4090563	0.1847522	0.3123544	-1.241764E-07	1.587136	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4098679	0.1858773	0.3140908	-1.241764E-07	1.576469	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.409191	0.1849617	0.3126723	-1.241764E-07	1.571182	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4087906	0.1844475	0.3118456	-1.241764E-07	1.557457	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091828	0.1849936	0.312703	-1.241764E-07	1.550128	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4088987	0.1846171	0.3121135	-1.241764E-07	1.543226	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4093086	0.1851897	0.3130033	-1.241764E-07	1.535917	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4089986	0.1847771	0.3123536	-1.241764E-07	1.526706	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091358	0.1849408	0.3126192	-1.241764E-07	1.5172	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4088598	0.184577	0.3120443	-1.241764E-07	1.50752	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4088598	0.184577	0.3120443	-1.241764E-07	1.50752	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4093199	0.1851604	0.3129508	-1.241764E-07	1.487181	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094158	0.1852738	0.3131173	-1.241764E-07	1.464165	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4095014	0.1853764	0.3132997	-1.241764E-07	1.451776	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4089867	0.1846512	0.3121994	-1.241764E-07	1.438881	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092997	0.1850742	0.3128614	-1.241764E-07	1.425424	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.409373	0.1851912	0.3130373	-1.241764E-07	1.411768	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4099932	0.1860621	0.3143655	-1.241764E-07	1.397128	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091616	0.1849421	0.3126442	-1.241764E-07	1.381509	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091616	0.1849421	0.3126442	-1.241764E-07	1.381509	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4096215	0.185587	0.3136312	-1.241764E-07	1.331198	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091861	0.185003	0.3127313	-1.241764E-07	1.312939	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092868	0.1851913	0.3129895	-1.241764E-07	1.293479	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092868	0.1851913	0.3129895	-1.241764E-07	1.293479	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4089955	0.1847899	0.3124066	-1.241764E-07	1.231403	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091218	0.1849588	0.3126787	-1.241764E-07	1.208697	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092115	0.1850849	0.3128691	-1.241764E-07	1.185689	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092115	0.1850849	0.3128691	-1.241764E-07	1.185689	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091664	0.1849869	0.3127733	-1.241764E-07	1.136387	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.409359	0.1852385	0.3131619	-1.241764E-07	1.083227	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4096545	0.1856536	0.3137861	-1.241764E-07	1.055627	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4093963	0.1853081	0.3132426	-1.241764E-07	1.026967	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4093047	0.1851829	0.3130409	-1.241764E-07	0.9975245	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4093189	0.1851856	0.3130724	-1.241764E-07	0.96685	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.409043	0.1848318	0.312499	-1.241764E-07	0.9351686	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094312	0.1853492	0.3133331	-1.241764E-07	0.9030482	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094312	0.1853492	0.3133331	-1.241764E-07	0.899747	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4092455	0.1851023	0.3129395	-1.241764E-07	0.8354659	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4090988	0.1848967	0.3126307	-1.241764E-07	0.8019954	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4096003	0.1855249	0.3136292	-1.241764E-07	0.7383233	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4096197	0.1855366	0.3136559	-1.241764E-07	0.7066255	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4099413	0.1859506	0.3143397	-1.241764E-07	0.6716638	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4096079	0.1854472	0.3136312	-1.241764E-07	0.6396586	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4091631	0.1848354	0.3126627	-1.241764E-07	0.6087427	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4100788	0.1861116	0.3146621	-1.241764E-07	0.5782812	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4099717	0.1859777	0.3143986	-1.241764E-07	0.5488871	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4099717	0.1859777	0.3143986	-1.241764E-07	0.5488871	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094011	0.1852124	0.3131867	-1.241764E-07	0.4626382	0	0.7416667	-0.422277	0.0333334	
2022-03-18T17:41:20Z	0.4094883	0.1853321	0.3133485	-1.241764E-07	0.4350661	0	0.7416667	-0.422277	0.0333334	
