TimeStamp	HandX	HanY	HandZ	KonbX	KonbY	KonbZ	MarkerX	MarkerY	MarkerZ
2022-03-01T17:03:34Z	-0.6509737	0.7532936	0.8275832	-1.241764E-07	2.365992	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6497343	0.7519457	0.8287881	-1.241764E-07	2.365992	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6497343	0.7519457	0.8287881	-1.241764E-07	2.366004	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6491424	0.7513716	0.8291693	-1.241764E-07	2.366004	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.64862	0.75107	0.8296798	-1.241764E-07	2.366017	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6480086	0.7506006	0.829806	-1.241764E-07	2.365991	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6470515	0.7501307	0.8297781	-1.241764E-07	2.366043	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6467547	0.7499465	0.8297236	-1.241764E-07	2.364915	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6465686	0.7496629	0.8293011	-1.241764E-07	2.363556	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6465686	0.7496629	0.8293011	-1.241764E-07	2.361845	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6463978	0.7493699	0.8291509	-1.241764E-07	2.361845	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6462132	0.7489501	0.8289148	-1.241764E-07	2.356556	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:34Z	-0.6457757	0.7479191	0.8280208	-1.241764E-07	2.350944	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:35Z	-0.6454431	0.7473258	0.8274003	-1.241764E-07	2.338832	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:35Z	-0.6447066	0.7456719	0.8260288	-1.241764E-07	2.306539	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:35Z	-0.6441876	0.7444832	0.8253431	-1.241764E-07	2.28649	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:35Z	-0.6441876	0.7444832	0.8253431	-1.241764E-07	2.288889	0	0.7416667	-1.11	0.0333334	
2022-03-01T17:03:35Z	-0.6433089	0.7417136	0.8235434	-1.241764E-07	2.252575	0	0.7416667	-1.11	0.0333334	
