TimeStamp	HandX	HanY	HandZ	KonbX	KonbY	KonbZ	MarkerX	MarkerY	MarkerZ
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2330664	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2330256	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2330838	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2330838	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331116	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331116	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2330684	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2330684	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331161	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.233123	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331101	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2330982	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2330982	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331389	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331389	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331816	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331717	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.233115	0	0.7416667	-0.9222771	0.0333334	
2022-03-10T13:30:12Z	0.4588994	0.1793982	0.3648104	-1.241764E-07	-0.2331409	0	0.7416667	-0.9222771	0.0333334	
